ticket,type,entry_time,exit_time,entry_price,exit_price,pnl,exit_reason,magic,basket_layers
27,SELL,2023-07-18 04:43:00,2023-07-18 06:00:00,30151.8,30088.34,53.45999999999913,Basket TP,20260523,4
28,SELL,2023-07-18 04:50:00,2023-07-18 06:00:00,30251.8,30088.34,153.45999999999913,Basket TP,20260523,4
29,SELL,2023-07-18 06:40:00,2023-07-18 06:42:00,30148.42,30139.79,-0.0959000000001834,Basket TP,20260523,1
30,SELL,2023-07-18 07:32:00,2023-07-18 07:34:00,30170.03,30155.1,0.3451000000000205,Basket TP,20260523,1
31,SELL,2023-07-18 15:31:00,2023-07-18 15:56:00,30022.46,30003.69,3.1572000000001577,Basket TP,20260523,1
32,SELL,2023-07-18 17:44:00,2023-07-18 18:48:00,29971.08,29954.75,0.4431000000001223,Basket TP,20260523,1
33,SELL,2023-07-18 21:26:00,2023-07-18 21:29:00,29936.12,29915.08,0.7727999999998066,Basket TP,20260523,1
34,SELL,2023-07-19 01:35:00,2023-07-19 01:36:00,29890.67,29861.73,18.93999999999869,Basket TP,20260524,1
35,SELL,2023-07-19 01:37:00,2023-07-19 01:41:00,29860.52,29839.47,11.049999999999272,Basket TP,20260524,1
36,SELL,2023-07-19 04:24:00,2023-07-19 04:33:00,29803.8,29790.31,3.4899999999979627,Basket TP,20260523,1
37,SELL,2023-07-19 07:39:00,2023-07-19 07:41:00,29991.37,29968.28,0.9163000000000102,Basket TP,20260523,1
38,SELL,2023-07-19 07:45:00,2023-07-19 08:23:00,29976.95,29943.4,1.6484999999999492,Basket TP,20260524,1
39,SELL,2023-07-19 11:25:00,2023-07-19 11:26:00,30144.06,30131.23,1.0188000000006285,Basket TP,20260524,1
40,SELL,2023-07-19 11:27:00,2023-07-19 11:28:00,30131.82,30129.82,-2.88,Basket TP,20260524,1
41,SELL,2023-07-19 11:29:00,2023-07-19 11:44:00,30130.14,30123.78,-1.3103999999997904,Basket TP,20260524,1
42,SELL,2023-07-19 16:22:00,2023-07-19 19:12:00,29963.23,29948.66,1.6451999999998952,Basket TP,20260523,1
43,SELL,2023-07-19 20:44:00,2023-07-19 20:47:00,30011.63,30005.05,-0.23939999999987777,Basket TP,20260523,2
44,SELL,2023-07-19 20:46:00,2023-07-19 20:47:00,30111.63,30005.05,6.760600000000123,Basket TP,20260523,2
45,SELL,2023-07-19 20:48:00,2023-07-19 20:49:00,30004.15,30003.61,-0.662199999999939,Basket TP,20260523,1
46,SELL,2023-07-19 22:54:00,2023-07-19 22:56:00,29952.21,29925.07,1.1997999999999593,Basket TP,20260523,1
47,SELL,2023-07-20 00:14:00,2023-07-20 00:16:00,29961.38,29941.12,0.7182000000001426,Basket TP,20260523,1
48,SELL,2023-07-20 00:51:00,2023-07-20 00:52:00,30043.27,30034.72,-0.101500000000051,Basket TP,20260523,1
